Date;Time;
15/01/1995;05:32:30;
15/01/1995;05:32:40;
15/01/1995;05:32:50;
15/01/1995;05:33:00;
15/01/1995;05:33:10;
15/01/1995;05:33:20;
15/01/1995;05:33:30;
15/01/1995;05:33:40;
15/01/1995;05:33:50;
15/01/1995;05:34:00;
15/01/1995;05:34:10;
15/01/1995;05:34:20;
15/01/1995;05:34:30;
15/01/1995;05:34:40;
15/01/1995;05:34:50;
15/01/1995;05:35:00;
15/01/1995;05:35:10;
15/01/1995;05:35:20;
15/01/1995;05:35:30;
15/01/1995;05:35:40;
15/01/1995;05:35:50;
15/01/1995;05:36:00;
15/01/1995;05:36:10;
15/01/1995;05:36:20;
15/01/1995;05:36:30;
15/01/1995;05:36:40;
15/01/1995;05:36:50;
15/01/1995;05:37:00;
15/01/1995;05:37:10;
15/01/1995;05:37:20;
15/01/1995;05:37:30;
15/01/1995;05:37:40;
15/01/1995;05:37:50;
15/01/1995;05:38:00;
15/01/1995;05:38:10;
15/01/1995;05:38:20;
15/01/1995;05:38:30;
15/01/1995;05:38:40;
15/01/1995;05:38:50;
15/01/1995;05:39:00;
15/01/1995;05:39:10;
15/01/1995;05:39:20;
15/01/1995;05:39:30;
15/01/1995;05:39:40;
15/01/1995;05:39:50;
15/01/1995;05:40:00;
15/01/1995;05:40:10;
15/01/1995;05:40:20;
15/01/1995;05:40:30;
15/01/1995;05:40:40;
15/01/1995;05:40:50;
15/01/1995;05:41:00;
15/01/1995;05:41:10;
15/01/1995;05:41:20;
15/01/1995;05:41:30;
15/01/1995;05:41:40;
15/01/1995;05:41:50;
15/01/1995;05:42:00;
15/01/1995;05:42:10;
15/01/1995;05:42:20;
15/01/1995;05:42:30;
15/01/1995;05:42:40;
15/01/1995;05:42:50;
15/01/1995;05:43:00;
15/01/1995;05:43:10;
15/01/1995;05:43:20;
15/01/1995;05:43:30;
15/01/1995;05:43:40;
15/01/1995;05:43:50;
15/01/1995;05:44:00;
15/01/1995;05:44:10;
15/01/1995;05:44:20;
15/01/1995;05:44:30;
15/01/1995;05:44:40;
15/01/1995;05:44:50;
15/01/1995;05:45:00;
15/01/1995;05:45:10;
15/01/1995;05:45:20;
15/01/1995;05:45:30;
15/01/1995;05:45:40;
15/01/1995;05:45:50;
15/01/1995;05:46:00;
15/01/1995;05:46:10;
15/01/1995;05:46:20;
15/01/1995;05:46:30;
15/01/1995;05:46:40;
15/01/1995;05:46:50;
15/01/1995;05:47:00;
15/01/1995;05:47:10;
15/01/1995;05:47:20;
15/01/1995;05:47:30;
15/01/1995;05:47:40;
15/01/1995;05:47:50;
15/01/1995;05:48:00;
15/01/1995;05:48:10;
15/01/1995;05:48:20;
15/01/1995;05:48:30;
15/01/1995;05:48:40;
15/01/1995;05:48:50;
15/01/1995;05:49:00;
15/01/1995;05:49:10;
15/01/1995;05:49:20;
15/01/1995;05:49:30;
15/01/1995;05:49:40;
15/01/1995;05:49:50;
15/01/1995;05:50:00;
15/01/1995;05:50:10;
15/01/1995;05:50:20;
15/01/1995;05:50:30;
15/01/1995;05:50:40;
15/01/1995;05:50:50;
15/01/1995;05:51:00;
15/01/1995;05:51:10;
15/01/1995;05:51:20;
15/01/1995;05:51:30;
15/01/1995;05:51:40;
15/01/1995;05:51:50;
15/01/1995;05:52:00;
15/01/1995;05:52:10;
15/01/1995;05:52:20;
15/01/1995;05:52:30;
15/01/1995;05:52:40;
15/01/1995;05:52:50;
15/01/1995;05:53:00;
15/01/1995;05:53:10;
15/01/1995;05:53:20;
15/01/1995;05:53:30;
15/01/1995;05:53:40;
15/01/1995;05:53:50;
15/01/1995;05:54:00;
15/01/1995;05:54:10;
15/01/1995;05:54:20;
15/01/1995;05:54:30;
15/01/1995;05:54:40;
15/01/1995;05:54:50;
15/01/1995;05:55:00;
15/01/1995;05:55:10;
15/01/1995;05:55:20;
15/01/1995;05:55:30;
15/01/1995;05:55:40;
15/01/1995;05:55:50;
15/01/1995;05:56:00;
15/01/1995;05:56:10;
15/01/1995;05:56:20;
15/01/1995;05:56:30;
15/01/1995;05:56:40;
15/01/1995;05:56:50;
15/01/1995;05:57:00;
15/01/1995;05:57:10;
15/01/1995;05:57:20;
15/01/1995;05:57:30;
15/01/1995;05:57:40;
15/01/1995;05:57:50;
15/01/1995;05:58:00;
15/01/1995;05:58:10;
15/01/1995;05:58:20;
15/01/1995;05:58:30;
15/01/1995;05:58:40;
15/01/1995;05:58:50;
15/01/1995;05:59:00;
15/01/1995;05:59:10;
15/01/1995;05:59:20;
15/01/1995;05:59:30;
15/01/1995;05:59:40;
15/01/1995;05:59:50;
15/01/1995;06:00:00;
15/01/1995;06:00:10;
15/01/1995;06:00:20;
15/01/1995;06:00:30;
15/01/1995;06:00:40;
15/01/1995;06:00:50;
15/01/1995;06:01:00;
15/01/1995;06:01:10;
15/01/1995;06:01:20;
15/01/1995;06:01:30;
15/01/1995;06:01:40;
15/01/1995;06:01:50;
15/01/1995;06:02:00;
15/01/1995;06:02:10;
15/01/1995;06:02:20;
15/01/1995;06:02:30;
15/01/1995;06:02:40;
15/01/1995;06:02:50;
15/01/1995;06:03:00;
15/01/1995;06:03:10;
15/01/1995;06:03:20;
15/01/1995;06:03:30;
15/01/1995;06:03:40;
15/01/1995;06:03:50;
15/01/1995;06:04:00;
15/01/1995;06:04:10;
15/01/1995;06:04:20;
15/01/1995;06:04:30;
15/01/1995;06:04:40;
15/01/1995;06:04:50;
15/01/1995;06:05:00;
15/01/1995;06:05:10;
15/01/1995;06:05:20;
15/01/1995;06:05:30;
15/01/1995;06:05:40;
15/01/1995;06:05:50;
15/01/1995;06:06:00;
15/01/1995;06:06:10;
15/01/1995;06:06:20;
15/01/1995;06:06:30;
15/01/1995;06:06:40;
15/01/1995;06:06:50;
15/01/1995;06:07:00;
15/01/1995;06:07:10;
15/01/1995;06:07:20;
15/01/1995;06:07:30;
15/01/1995;06:07:40;
15/01/1995;06:07:50;
15/01/1995;06:08:00;
15/01/1995;06:08:10;
15/01/1995;06:08:20;
15/01/1995;06:08:30;
15/01/1995;06:08:40;
15/01/1995;06:08:50;
15/01/1995;06:09:00;
15/01/1995;06:09:10;
15/01/1995;06:09:20;
15/01/1995;06:09:30;
15/01/1995;06:09:40;
15/01/1995;06:09:50;
15/01/1995;06:10:00;
15/01/1995;06:10:10;
15/01/1995;06:10:20;
15/01/1995;06:10:30;
15/01/1995;06:10:40;
15/01/1995;06:10:50;
15/01/1995;06:11:00;
15/01/1995;06:11:10;
15/01/1995;06:11:20;
15/01/1995;06:11:30;
15/01/1995;06:11:40;
15/01/1995;06:11:50;
15/01/1995;06:12:00;
15/01/1995;06:12:10;
15/01/1995;06:12:20;
15/01/1995;06:12:30;
15/01/1995;06:12:40;
15/01/1995;06:12:50;
15/01/1995;06:13:00;
15/01/1995;06:13:10;
15/01/1995;06:13:20;
15/01/1995;06:13:30;
15/01/1995;06:13:40;
15/01/1995;06:13:50;
15/01/1995;06:14:00;
15/01/1995;06:14:10;
15/01/1995;06:14:20;
15/01/1995;06:14:30;
15/01/1995;06:14:40;
15/01/1995;06:14:50;
15/01/1995;06:15:00;
15/01/1995;06:15:10;
15/01/1995;06:15:20;
15/01/1995;06:15:30;
15/01/1995;06:15:40;
15/01/1995;06:15:50;
15/01/1995;06:16:00;
15/01/1995;06:16:10;
15/01/1995;06:16:20;
15/01/1995;06:16:30;
15/01/1995;06:16:40;
15/01/1995;06:16:50;
15/01/1995;06:17:00;
15/01/1995;06:17:10;
15/01/1995;06:17:20;
15/01/1995;06:17:30;
15/01/1995;06:17:40;
15/01/1995;06:17:50;
15/01/1995;06:18:00;
15/01/1995;06:18:10;
15/01/1995;06:18:20;
15/01/1995;06:18:30;
15/01/1995;06:18:40;
15/01/1995;06:18:50;
15/01/1995;06:19:00;
15/01/1995;06:19:10;
15/01/1995;06:19:20;
15/01/1995;06:19:30;
15/01/1995;06:19:40;
15/01/1995;06:19:50;
15/01/1995;06:20:00;
15/01/1995;06:20:10;
15/01/1995;06:20:20;
15/01/1995;06:20:30;
15/01/1995;06:20:40;
15/01/1995;06:20:50;
15/01/1995;06:21:00;
15/01/1995;06:21:10;
15/01/1995;06:21:20;
15/01/1995;06:21:30;
15/01/1995;06:21:40;
15/01/1995;06:21:50;
15/01/1995;06:22:00;
15/01/1995;06:22:10;
15/01/1995;06:22:20;
15/01/1995;06:22:30;
15/01/1995;06:22:40;
15/01/1995;06:22:50;
15/01/1995;06:23:00;
15/01/1995;06:23:10;
15/01/1995;06:23:20;
15/01/1995;06:23:30;
15/01/1995;06:23:40;
15/01/1995;06:23:50;
15/01/1995;06:24:00;
15/01/1995;06:24:10;
15/01/1995;06:24:20;
15/01/1995;06:24:30;
15/01/1995;06:24:40;
15/01/1995;06:24:50;
15/01/1995;06:25:00;
15/01/1995;06:25:10;
15/01/1995;06:25:20;
15/01/1995;06:25:30;
15/01/1995;06:25:40;
15/01/1995;06:25:50;
15/01/1995;06:26:00;
15/01/1995;06:26:10;
15/01/1995;06:26:20;
15/01/1995;06:26:30;
15/01/1995;06:26:40;
15/01/1995;06:26:50;
15/01/1995;06:27:00;
15/01/1995;06:27:10;
15/01/1995;06:27:20;
15/01/1995;06:27:30;
15/01/1995;06:27:40;
15/01/1995;06:27:50;
15/01/1995;06:28:00;
15/01/1995;06:28:10;
15/01/1995;06:28:20;
15/01/1995;06:28:30;
15/01/1995;06:28:40;
15/01/1995;06:28:50;
15/01/1995;06:29:00;
15/01/1995;06:29:10;
15/01/1995;06:29:20;
15/01/1995;06:29:30;
15/01/1995;06:29:40;
15/01/1995;06:29:50;
15/01/1995;06:30:00;
15/01/1995;06:30:10;
15/01/1995;06:30:20;
15/01/1995;06:30:30;
15/01/1995;06:30:40;
15/01/1995;06:30:50;
15/01/1995;06:31:00;
15/01/1995;06:31:10;
15/01/1995;06:31:20;
15/01/1995;06:31:30;
15/01/1995;06:31:40;
15/01/1995;06:31:50;
15/01/1995;06:32:00;
15/01/1995;06:32:10;
15/01/1995;06:32:20;
15/01/1995;06:32:30;
15/01/1995;06:32:40;
15/01/1995;06:32:50;
15/01/1995;06:33:00;
15/01/1995;06:33:10;
15/01/1995;06:33:20;
15/01/1995;06:33:30;
15/01/1995;06:33:40;
15/01/1995;06:33:50;
15/01/1995;06:34:00;
15/01/1995;06:34:10;
15/01/1995;06:34:20;
15/01/1995;06:34:30;
15/01/1995;06:34:40;
15/01/1995;06:34:50;
15/01/1995;06:35:00;
15/01/1995;06:35:10;
15/01/1995;06:35:20;
15/01/1995;06:35:30;
15/01/1995;06:35:40;
15/01/1995;06:35:50;
15/01/1995;06:36:00;
15/01/1995;06:36:10;
15/01/1995;06:36:20;
15/01/1995;06:36:30;
15/01/1995;06:36:40;
15/01/1995;06:36:50;
15/01/1995;06:37:00;
15/01/1995;06:37:10;
15/01/1995;06:37:20;
15/01/1995;06:37:30;
15/01/1995;06:37:40;
15/01/1995;06:37:50;
15/01/1995;06:38:00;
15/01/1995;06:38:10;
15/01/1995;06:38:20;
15/01/1995;06:38:30;
15/01/1995;06:38:40;
15/01/1995;06:38:50;
15/01/1995;06:39:00;
15/01/1995;06:39:10;
15/01/1995;06:39:20;
15/01/1995;06:39:30;
15/01/1995;06:39:40;
15/01/1995;06:39:50;
15/01/1995;06:40:00;
15/01/1995;06:40:10;
15/01/1995;06:40:20;
15/01/1995;06:40:30;
15/01/1995;06:40:40;
15/01/1995;06:40:50;
15/01/1995;06:41:00;
15/01/1995;06:41:10;
15/01/1995;06:41:20;
15/01/1995;06:41:30;
15/01/1995;06:41:40;
15/01/1995;06:41:50;
15/01/1995;06:42:00;
15/01/1995;06:42:10;
15/01/1995;06:42:20;
15/01/1995;06:42:30;
15/01/1995;06:42:40;
15/01/1995;06:42:50;
15/01/1995;06:43:00;
15/01/1995;06:43:10;
15/01/1995;06:43:20;
15/01/1995;06:43:30;
15/01/1995;06:43:40;
15/01/1995;06:43:50;
15/01/1995;06:44:00;
15/01/1995;06:44:10;
15/01/1995;06:44:20;
15/01/1995;06:44:30;
15/01/1995;06:44:40;
15/01/1995;06:44:50;
15/01/1995;06:45:00;
15/01/1995;06:45:10;
15/01/1995;06:45:20;
15/01/1995;06:45:30;
15/01/1995;06:45:40;
15/01/1995;06:45:50;
15/01/1995;06:46:00;
15/01/1995;06:46:10;
15/01/1995;06:46:20;
15/01/1995;06:46:30;
15/01/1995;06:46:40;
15/01/1995;06:46:50;
15/01/1995;06:47:00;
15/01/1995;06:47:10;
15/01/1995;06:47:20;
15/01/1995;06:47:30;
15/01/1995;06:47:40;
15/01/1995;06:47:50;
15/01/1995;06:48:00;
15/01/1995;06:48:10;
15/01/1995;06:48:20;
15/01/1995;06:48:30;
15/01/1995;06:48:40;
15/01/1995;06:48:50;
15/01/1995;06:49:00;
15/01/1995;06:49:10;
15/01/1995;06:49:20;
15/01/1995;06:49:30;
15/01/1995;06:49:40;
15/01/1995;06:49:50;
15/01/1995;06:50:00;
15/01/1995;06:50:10;
15/01/1995;06:50:20;
15/01/1995;06:50:30;
15/01/1995;06:50:40;
15/01/1995;06:50:50;
15/01/1995;06:51:00;
15/01/1995;06:51:10;
15/01/1995;06:51:20;
15/01/1995;06:51:30;
15/01/1995;06:51:40;
15/01/1995;06:51:50;
15/01/1995;06:52:00;
15/01/1995;06:52:10;
15/01/1995;06:52:20;
15/01/1995;06:52:30;
15/01/1995;06:52:40;
15/01/1995;06:52:50;
15/01/1995;06:53:00;
15/01/1995;06:53:10;
15/01/1995;06:53:20;
15/01/1995;06:53:30;
15/01/1995;06:53:40;
15/01/1995;06:53:50;
15/01/1995;06:54:00;
15/01/1995;06:54:10;
15/01/1995;06:54:20;
15/01/1995;06:54:30;
15/01/1995;06:54:40;
15/01/1995;06:54:50;
15/01/1995;06:55:00;
15/01/1995;06:55:10;
15/01/1995;06:55:20;
15/01/1995;06:55:30;
15/01/1995;06:55:40;
15/01/1995;06:55:50;
15/01/1995;06:56:00;
15/01/1995;06:56:10;
15/01/1995;06:56:20;
15/01/1995;06:56:30;
15/01/1995;06:56:40;
15/01/1995;06:56:50;
15/01/1995;06:57:00;
15/01/1995;06:57:10;
15/01/1995;06:57:20;
15/01/1995;06:57:30;
15/01/1995;06:57:40;
15/01/1995;06:57:50;
15/01/1995;06:58:00;
15/01/1995;06:58:10;
15/01/1995;06:58:20;
15/01/1995;06:58:30;
15/01/1995;06:58:40;
15/01/1995;06:58:50;
15/01/1995;06:59:00;
15/01/1995;06:59:10;
15/01/1995;06:59:20;
15/01/1995;06:59:30;
15/01/1995;06:59:40;
15/01/1995;06:59:50;
15/01/1995;07:00:00;
15/01/1995;07:00:10;
15/01/1995;07:00:20;
15/01/1995;07:00:30;
15/01/1995;07:00:40;
15/01/1995;07:00:50;
15/01/1995;07:01:00;
15/01/1995;07:01:10;
15/01/1995;07:01:20;
15/01/1995;07:01:30;
15/01/1995;07:01:40;
15/01/1995;07:01:50;
15/01/1995;07:02:00;
15/01/1995;07:02:10;
15/01/1995;07:02:20;
15/01/1995;07:02:30;
15/01/1995;07:02:40;
15/01/1995;07:02:50;
15/01/1995;07:03:00;
15/01/1995;07:03:10;
15/01/1995;07:03:20;
15/01/1995;07:03:30;
15/01/1995;07:03:40;
15/01/1995;07:03:50;
15/01/1995;07:04:00;
15/01/1995;07:04:10;
15/01/1995;07:04:20;
15/01/1995;07:04:30;
15/01/1995;07:04:40;
15/01/1995;07:04:50;
15/01/1995;07:05:00;
15/01/1995;07:05:10;
15/01/1995;07:05:20;
15/01/1995;07:05:30;
15/01/1995;07:05:40;
15/01/1995;07:05:50;
15/01/1995;07:06:00;
15/01/1995;07:06:10;
15/01/1995;07:06:20;
15/01/1995;07:06:30;
15/01/1995;07:06:40;
15/01/1995;07:06:50;
15/01/1995;07:07:00;
15/01/1995;07:07:10;
15/01/1995;07:07:20;
15/01/1995;07:07:30;
15/01/1995;07:07:40;
15/01/1995;07:07:50;
15/01/1995;07:08:00;
15/01/1995;07:08:10;
15/01/1995;07:08:20;
15/01/1995;07:08:30;
15/01/1995;07:08:40;
15/01/1995;07:08:50;
15/01/1995;07:09:00;
15/01/1995;07:09:10;
15/01/1995;07:09:20;
15/01/1995;07:09:30;
15/01/1995;07:09:40;
15/01/1995;07:09:50;
15/01/1995;07:10:00;
15/01/1995;07:10:10;
15/01/1995;07:10:20;
15/01/1995;07:10:30;
15/01/1995;07:10:40;
15/01/1995;07:10:50;
15/01/1995;07:11:00;
15/01/1995;07:11:10;
15/01/1995;07:11:20;
15/01/1995;07:11:30;
15/01/1995;07:11:40;
15/01/1995;07:11:50;
15/01/1995;07:12:00;
15/01/1995;07:12:10;
15/01/1995;07:12:20;
15/01/1995;07:12:30;
15/01/1995;07:12:40;
15/01/1995;07:12:50;
15/01/1995;07:13:00;
15/01/1995;07:13:10;
15/01/1995;07:13:20;
15/01/1995;07:13:30;
15/01/1995;07:13:40;
15/01/1995;07:13:50;
15/01/1995;07:14:00;
15/01/1995;07:14:10;
15/01/1995;07:14:20;
15/01/1995;07:14:30;
15/01/1995;07:14:40;
15/01/1995;07:14:50;
15/01/1995;07:15:00;
15/01/1995;07:15:10;
15/01/1995;07:15:20;
15/01/1995;07:15:30;
15/01/1995;07:15:40;
15/01/1995;07:15:50;
15/01/1995;07:16:00;
15/01/1995;07:16:10;
15/01/1995;07:16:20;
15/01/1995;07:16:30;
15/01/1995;07:16:40;
15/01/1995;07:16:50;
15/01/1995;07:17:00;
15/01/1995;07:17:10;
15/01/1995;07:17:20;
15/01/1995;07:17:30;
15/01/1995;07:17:40;
15/01/1995;07:17:50;
15/01/1995;07:18:00;
15/01/1995;07:18:10;
15/01/1995;07:18:20;
15/01/1995;07:18:30;
15/01/1995;07:18:40;
15/01/1995;07:18:50;
15/01/1995;07:19:00;
15/01/1995;07:19:10;
15/01/1995;07:19:20;
15/01/1995;07:19:30;
15/01/1995;07:19:40;
15/01/1995;07:19:50;
15/01/1995;07:20:00;
15/01/1995;07:20:10;
15/01/1995;07:20:20;
15/01/1995;07:20:30;
15/01/1995;07:20:40;
15/01/1995;07:20:50;
15/01/1995;07:21:00;
15/01/1995;07:21:10;
15/01/1995;07:21:20;
15/01/1995;07:21:30;
15/01/1995;07:21:40;
15/01/1995;07:21:50;
15/01/1995;07:22:00;
15/01/1995;07:22:10;
15/01/1995;07:22:20;
15/01/1995;07:22:30;
15/01/1995;07:22:40;
15/01/1995;07:22:50;
15/01/1995;07:23:00;
15/01/1995;07:23:10;
15/01/1995;07:23:20;
15/01/1995;07:23:30;
15/01/1995;07:23:40;
15/01/1995;07:23:50;
15/01/1995;07:24:00;
15/01/1995;07:24:10;
15/01/1995;07:24:20;
15/01/1995;07:24:30;
15/01/1995;07:24:40;
15/01/1995;07:24:50;
15/01/1995;07:25:00;
15/01/1995;07:25:10;
15/01/1995;07:25:20;
15/01/1995;07:25:30;
15/01/1995;07:25:40;
15/01/1995;07:25:50;
15/01/1995;07:26:00;
15/01/1995;07:26:10;
15/01/1995;07:26:20;
15/01/1995;07:26:30;
15/01/1995;07:26:40;
15/01/1995;07:26:50;
15/01/1995;07:27:00;
15/01/1995;07:27:10;
15/01/1995;07:27:20;
15/01/1995;07:27:30;
15/01/1995;07:27:40;
15/01/1995;07:27:50;
15/01/1995;07:28:00;
15/01/1995;07:28:10;
15/01/1995;07:28:20;
15/01/1995;07:28:30;
15/01/1995;07:28:40;
15/01/1995;07:28:50;
15/01/1995;07:29:00;
15/01/1995;07:29:10;
15/01/1995;07:29:20;
15/01/1995;07:29:30;
15/01/1995;07:29:40;
15/01/1995;07:29:50;
15/01/1995;07:30:00;
15/01/1995;07:30:10;
15/01/1995;07:30:20;
15/01/1995;07:30:30;
15/01/1995;07:30:40;
15/01/1995;07:30:50;
15/01/1995;07:31:00;
15/01/1995;07:31:10;
15/01/1995;07:31:20;
15/01/1995;07:31:30;
15/01/1995;07:31:40;
15/01/1995;07:31:50;
15/01/1995;07:32:00;
15/01/1995;07:32:10;
15/01/1995;07:32:20;
15/01/1995;07:32:30;
15/01/1995;07:32:40;
15/01/1995;07:32:50;
15/01/1995;07:33:00;
15/01/1995;07:33:10;
15/01/1995;07:33:20;
15/01/1995;07:33:30;
15/01/1995;07:33:40;
15/01/1995;07:33:50;
15/01/1995;07:34:00;
15/01/1995;07:34:10;
15/01/1995;07:34:20;
15/01/1995;07:34:30;
15/01/1995;07:34:40;
15/01/1995;07:34:50;
15/01/1995;07:35:00;
15/01/1995;07:35:10;
15/01/1995;07:35:20;
15/01/1995;07:35:30;
15/01/1995;07:35:40;
15/01/1995;07:35:50;
15/01/1995;07:36:00;
15/01/1995;07:36:10;
15/01/1995;07:36:20;
15/01/1995;07:36:30;
15/01/1995;07:36:40;
15/01/1995;07:36:50;
15/01/1995;07:37:00;
15/01/1995;07:37:10;
15/01/1995;07:37:20;
15/01/1995;07:37:30;
15/01/1995;07:37:40;
15/01/1995;07:37:50;
15/01/1995;07:38:00;
15/01/1995;07:38:10;
15/01/1995;07:38:20;
15/01/1995;07:38:30;
15/01/1995;07:38:40;
15/01/1995;07:38:50;
15/01/1995;07:39:00;
15/01/1995;07:39:10;
15/01/1995;07:39:20;
15/01/1995;07:39:30;
15/01/1995;07:39:40;
15/01/1995;07:39:50;
15/01/1995;07:40:00;
15/01/1995;07:40:10;
15/01/1995;07:40:20;
15/01/1995;07:40:30;
15/01/1995;07:40:40;
15/01/1995;07:40:50;
15/01/1995;07:41:00;
15/01/1995;07:41:10;
15/01/1995;07:41:20;
15/01/1995;07:41:30;
15/01/1995;07:41:40;
15/01/1995;07:41:50;
15/01/1995;07:42:00;
15/01/1995;07:42:10;
15/01/1995;07:42:20;
15/01/1995;07:42:30;
15/01/1995;07:42:40;
15/01/1995;07:42:50;
15/01/1995;07:43:00;
15/01/1995;07:43:10;
15/01/1995;07:43:20;
15/01/1995;07:43:30;
15/01/1995;07:43:40;
15/01/1995;07:43:50;
15/01/1995;07:44:00;
15/01/1995;07:44:10;
15/01/1995;07:44:20;
15/01/1995;07:44:30;
15/01/1995;07:44:40;
15/01/1995;07:44:50;
15/01/1995;07:45:00;
15/01/1995;07:45:10;
15/01/1995;07:45:20;
15/01/1995;07:45:30;
15/01/1995;07:45:40;
15/01/1995;07:45:50;
15/01/1995;07:46:00;
15/01/1995;07:46:10;
15/01/1995;07:46:20;
15/01/1995;07:46:30;
15/01/1995;07:46:40;
15/01/1995;07:46:50;
15/01/1995;07:47:00;
15/01/1995;07:47:10;
15/01/1995;07:47:20;
15/01/1995;07:47:30;
15/01/1995;07:47:40;
15/01/1995;07:47:50;
15/01/1995;07:48:00;
15/01/1995;07:48:10;
15/01/1995;07:48:20;
15/01/1995;07:48:30;
15/01/1995;07:48:40;
15/01/1995;07:48:50;
15/01/1995;07:49:00;
15/01/1995;07:49:10;
15/01/1995;07:49:20;
15/01/1995;07:49:30;
15/01/1995;07:49:40;
15/01/1995;07:49:50;
15/01/1995;07:50:00;
15/01/1995;07:50:10;
15/01/1995;07:50:20;
15/01/1995;07:50:30;
15/01/1995;07:50:40;
15/01/1995;07:50:50;
15/01/1995;07:51:00;
15/01/1995;07:51:10;
15/01/1995;07:51:20;
15/01/1995;07:51:30;
15/01/1995;07:51:40;
15/01/1995;07:51:50;
15/01/1995;07:52:00;
15/01/1995;07:52:10;
15/01/1995;07:52:20;
15/01/1995;07:52:30;
15/01/1995;07:52:40;
15/01/1995;07:52:50;
15/01/1995;07:53:00;
15/01/1995;07:53:10;
15/01/1995;07:53:20;
15/01/1995;07:53:30;
15/01/1995;07:53:40;
15/01/1995;07:53:50;
15/01/1995;07:54:00;
15/01/1995;07:54:10;
15/01/1995;07:54:20;
15/01/1995;07:54:30;
15/01/1995;07:54:40;
15/01/1995;07:54:50;
15/01/1995;07:55:00;
15/01/1995;07:55:10;
15/01/1995;07:55:20;
15/01/1995;07:55:30;
15/01/1995;07:55:40;
15/01/1995;07:55:50;
15/01/1995;07:56:00;
15/01/1995;07:56:10;
15/01/1995;07:56:20;
15/01/1995;07:56:30;
15/01/1995;07:56:40;
15/01/1995;07:56:50;
15/01/1995;07:57:00;
15/01/1995;07:57:10;
15/01/1995;07:57:20;
15/01/1995;07:57:30;
15/01/1995;07:57:40;
15/01/1995;07:57:50;
15/01/1995;07:58:00;
15/01/1995;07:58:10;
15/01/1995;07:58:20;
15/01/1995;07:58:30;
15/01/1995;07:58:40;
15/01/1995;07:58:50;
15/01/1995;07:59:00;
15/01/1995;07:59:10;
15/01/1995;07:59:20;
15/01/1995;07:59:30;
15/01/1995;07:59:40;
15/01/1995;07:59:50;
